"ID","T_Con_N2_set1","T_Con_N2_set2","T_PQ_N2_set1","T_PQ_N2_set2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00000001",2872.50789398795,2799.63045972448,2057.39865173158,2099.2773965578,2457.20360050045,-0.448012625310121,0.0961231379319552,21.6630787725175,3.2498656924589e-06,2.0405619279861e-05,0.733051963483574,4.69025022050623
"WBGene00000002",110.481072845691,105.124463902698,173.931791055478,179.36454005136,142.225466963807,0.713527280303934,0.287933674389349,6.12537752403652,0.0133254828319294,0.0335362526349581,1.63980842763493,1.47448546739728
"WBGene00000003",142.372516553725,152.707115984971,141.766322846588,176.126912974621,153.243217089976,0.113962530674098,0.290981941769848,0.154694725823724,0.694088684030118,0.787213093138529,1.08219653761457,0.103907691214767
"WBGene00000004",500.012278136682,478.039667431215,732.657886980267,710.982906051962,605.423184650031,0.561057510542708,0.152720644737323,13.4582394297851,0.000243932551080729,0.000989125731565129,1.4753502681975,3.00474850005672
"WBGene00000005",111.62005297812,54.2220919077073,61.9483091430469,57.6297619659605,71.3550539987088,-0.473050323696914,0.488804183139055,0.933308679708674,0.334004640033169,0.460988834019611,0.720439743797025,0.336309593878025
"WBGene00000006",137.816596024006,136.108516421388,222.775650187496,185.839794204839,170.635139209432,0.571914728990554,0.274446069593268,4.32563652605177,0.037542370353566,0.0799806297434309,1.48649512200547,1.09701518068486
"WBGene00000007",83.1455496673753,32.0906258229288,115.55742282453,95.186236056137,81.4949585927428,0.869290805250433,0.514486700359366,2.82384031541566,0.0928739533177901,0.168620917457232,1.8267646854061,0.773088552055457
"WBGene00000008",25.0575629134556,11.0657330423892,5.95656818683144,3.23762707673936,11.3293728048539,-2.01396900546348,1.08919758146249,3.29586158404597,0.0694546613197184,0.13351575112851,0.247591037116401,0.874467496661365
"WBGene00000009",18.2236821188768,14.385452955106,21.4436454725932,25.253491198567,19.8265679362857,0.524025291431979,0.747350179234347,0.49216551693651,0.482962903977769,0.607374279651171,1.43796174107999,0.216543603003985
"WBGene00000010",2224.4281986354,2337.08281855261,1585.63845133453,1556.00357308093,1925.78826040087,-0.53848993971522,0.104141349390435,26.6263419450333,2.46855028370403e-07,1.98451554652918e-06,0.688491171655142,5.70234549451676
"WBGene00000013",17.084701986447,26.5577593017342,14.2957636483954,21.3683387064797,19.8266409107641,-0.277105328931293,0.772719859810827,0.129154943968086,0.71930983584574,0.805854017278857,0.825245156442037,0.0937436247363446
"WBGene00000016",87.7014701970945,77.4601312967247,104.835600088233,97.7763377175285,91.9433848248952,0.292802320123922,0.354924591889981,0.67986038175961,0.409634805298706,0.53896638047992,1.22501746698133,0.268438324289008
"WBGene00000017",125.287814567278,110.657330423892,159.636027407082,175.479387559273,142.765139989381,0.509316466268041,0.292325950798907,3.03447516576822,0.0815129060384207,0.151781943812306,1.42337565540429,0.818779889633497
"WBGene00000018",857.652039719639,874.19291034875,966.155359904059,965.460394283676,915.865176064031,0.157447930952886,0.128619935362186,1.49855848179957,0.220893296316029,0.336639882770046,1.1153124495016,0.472834433099099
