"","Category","RGS","AC","PValue"
"5","Extracellular material: collagen",26,184,2.26118062196247e-23
"62","Unassigned: regulated by multiple stresses",40,1707,2.18538804124863e-09
"38","Stress response: detoxification: CYP",8,82,3.71501942773909e-07
"22","Metabolism: short chain dehydrogenase",5,42,2.41432830611357e-05
"23","Muscle function",5,62,0.000134566852579192
"14","Metabolism: lipid: binding",5,67,0.000189120220284331
"7","Extracellular material: PGI",4,53,0.000804325378545558
"6","Extracellular material: matrix",4,67,0.00182445619636277
"9","Lysosome: acid phosphatase",3,31,0.00191936941911492
"13","Metabolism: lipid: beta oxidation",4,78,0.00308237509040701
"24","Neuronal function: synaptic function: neuropeptide",5,139,0.00421376631044446
"44","Stress response: pathogen: unassigned",4,96,0.0062318746822438
"40","Stress response: heavy metal",2,16,0.00739586423983772
"25","Neuronal function: synaptic function: neurotransmitter metabolism",2,19,0.0100058032113008
"29","Proteolysis general: metallopeptidase",4,123,0.0140809924830343
"63","Unassigned: transposon",1,1,0.0143703913133588
"39","Stress response: detoxification: ugt",3,69,0.0155899688814403
"41","Stress response: pathogen: CUB",2,25,0.0162497548061562
"17","Metabolism: lipid: lipase",2,27,0.0186171121153682
"48","Transcription: chromatin structure: histone",3,85,0.0263434656151664
"35","Signaling: hedgehog-like",3,89,0.0295147359879128
"26","Proteolysis general: inhibitor: cysteine",1,4,0.0355380429359884
"11","Metabolism: FMO",1,5,0.0424919777348818
"20","Metabolism: lipid: sphingolipid",2,44,0.0437768149827544
"52","Transmembrane transport: ammonium",1,6,0.0493955551651205
"54","Transmembrane transport: monocarboxylate",1,6,0.0493955551651205
"51","Transmembrane transport: ABC",2,50,0.0545205868451601
"18","Metabolism: lipid: o-acyl transferase",2,56,0.0660774180793284
"56","Transmembrane transport: sugar",1,10,0.0765135761289941
"28","Proteolysis general: lysozyme",1,11,0.0831708072103969
"2","Cytoskeleton: intermediate filament protein",1,12,0.0897798386674781
"15","Metabolism: lipid: fatty acid",2,68,0.0912797977802451
"43","Stress response: pathogen: saposin ",1,14,0.10285470209832
"32","Proteolysis proteasome: E3: F box",6,437,0.10547765877344
"42","Stress response: pathogen: NLP-like",1,15,0.109321227386686
"10","Metabolism: carbohydrate",2,83,0.125894674913311
"1","Cytoskeleton: actin function: actin",1,19,0.134722590164818
"46","Trafficking: ER/Golgi: Golgi unassigned",1,21,0.147149133035825
"21","Metabolism: mitochondria: citric acid cycle",1,23,0.159396442675074
"60","Unassigned: meprin-associated Traf homology domain",1,24,0.165453697852536
"55","Transmembrane transport: solute carrier",3,197,0.176743775723463
"16","Metabolism: lipid: glycerolipid ",1,27,0.183363709613475
"59","Unassigned: hydrolase",1,29,0.195088746718167
"64","Unassigned: TransThyretin-Related family domain",1,29,0.195088746718167
"27","Proteolysis general: inhibitor: serine",1,30,0.200887709202708
"30","Proteolysis general: serine",1,34,0.223666993484134
"49","Transmembrane protein: seven transmembrane receptor: sra ",1,35,0.229259181196937
"12","Metabolism: glycolysis",1,37,0.240322477168559
"53","Transmembrane transport: chloride channel",1,44,0.277803098992986
"37","Stress response: C-type Lectin",3,256,0.287597196415966
"45","Stress response: unassigned",1,49,0.303432613698235
"57","Transmembrane transport: unassigned",1,51,0.313426811955188
"8","Extracellular material: secreted protein",1,54,0.32814873473493
"19","Metabolism: lipid: phospholipid",1,58,0.347285994877208
"31","Proteolysis general: unassigned",1,68,0.392768393278182
"33","Proteolysis proteasome: E3: RING finger",1,68,0.392768393278182
"61","Unassigned: prion domain",1,69,0.397137793212935
"36","Signaling: unassigned",1,70,0.401475615763112
"3","Cytoskeleton: unassigned",1,77,0.430975250423187
"4","Development: general",1,81,0.447171927809715
"47","Transcription factor: NHR",2,259,0.561037849463004
"58","Unassigned",26,4113,0.769079209498184
"50","Transmembrane protein: unassigned",9,1692,0.855854533858469
"34","Pseudogene",1,2081,0.999999539772657
